20000,30000,40000,50000,60000,70000,80000,90000,100000,150000,200000,250000,300000,350000,400000,450000,500000,550000,600000,650000,700000,750000,800000,850000,900000,950000,1000000,xMin,xMax,xStep
0.02133258434652777,0.07647407511942483,1.2811113377300203e-5,4.4413781451250353e-14,1.1294784187173687e-11,1.6198232660046674e-8,0.00010935088774958779,5.14101589260279e-5,4.4661743077124203e-7,3.73796075330924e-8,1.4007149921190665e-15,1.3892300825354675e-27,7.093970772554142e-31,6.369150969468487e-20,3.1158111521952016e-24,2.0262930724415708e-36,7.193077753126901e-45,8.453239684345768e-34,4.664495841160624e-42,2.8566422587639096e-58,8.515466328639541e-45,5.370312910323013e-66,3.3807024962609632e-68,7.428325384598804e-56,9.551519602036673e-75,1.1679366007026325e-89,7.871241410506123e-70,450,2100,150
0.1115805096506289,0.019778593166345476,0.45785072605074284,0.00024141906926058396,9.320785057087381e-6,5.09247961370597e-11,0.017798024707607354,5.007329445658763e-8,1.5079166358122196e-11,1.116872632854406e-9,3.593021577994313e-15,2.0951390026085585e-16,8.501561106036698e-24,2.8171581574549446e-21,1.541476657463675e-32,1.2432481970414302e-43,6.096355038468558e-37,1.892540343333935e-49,6.195505074061494e-37,3.5132686084921896e-40,5.287910780505474e-80,3.871168731185861e-56,3.32893659474891e-79,1.2171752496648492e-59,4.945339349229538e-81,9.273931298831612e-70,1.8722287424625044e-93,450,2100,150
0.028023775328281993,0.027026420759091868,1.0612010465880961e-6,6.609704963795878e-7,0.0004382337110296465,7.924206544649572e-6,2.0720364812281815e-5,3.874078772121457e-10,4.054613893496838e-18,1.1885523650022909e-5,1.1771624929660179e-14,5.972042137029629e-9,7.422676346255312e-22,1.6935160055124408e-19,1.8519345033572523e-32,3.0272272076370806e-30,2.630842578647838e-35,5.075935666261593e-40,3.3427851615052442e-40,2.868334480569998e-54,1.4979138026452e-49,3.630933957798979e-43,1.337861991245305e-77,1.0180811604655895e-65,2.5601518501942322e-64,3.601744567629078e-59,8.015218654986688e-87,450,2100,150
0.2938345416924229,0.0025333331449652226,0.002514537894040879,0.07038949759832873,0.002827560571412418,5.398195928924772e-7,2.415901849827162e-7,0.0012528056976834345,1.453237206294131e-5,5.6959728032872585e-11,7.404293063346463e-8,7.968057074155792e-14,6.738242629480598e-28,1.42632510246076e-32,2.4585603944925285e-16,2.554751754220198e-34,5.86501888706929e-28,2.007734548638618e-40,2.5281801257521108e-33,3.4164692736354473e-46,1.0661888908859878e-49,3.174455742468279e-50,6.333447838202357e-56,1.0107434735398347e-63,8.02820370620646e-77,4.7386324842410004e-70,4.996975500431599e-75,450,2100,150
0.0044556101936304385,5.547811717165696e-6,7.904265219606437e-5,0.0002422461246411738,0.0005232884301777686,0.02045083763612441,5.325022531295104e-5,6.61434523079554e-12,0.0006200817940110845,3.223026706039763e-8,2.482340800966989e-12,2.4772988638024436e-10,1.2153907569950073e-34,4.0686154345799195e-25,2.9403309680736506e-22,1.9675088375194747e-23,4.249491944412147e-42,4.693403531952996e-50,1.6042065818412495e-47,8.457705663068833e-44,2.912801423138748e-62,8.57716475727377e-50,7.886928403671067e-64,1.0913590060339453e-75,1.7103654342303322e-73,8.24499129504328e-68,9.343232851147837e-77,450,2100,150
1.1287785492855144e-6,2.7707402752480735e-7,4.571819259436781e-6,0.00028719899684286467,0.05586187795357186,2.1025743557020435e-10,0.0003110700623435497,2.1114722876995782e-5,4.664944051031847e-6,0.00043393884789939233,1.667970822737416e-18,7.517923334215234e-17,1.2690888563578515e-20,7.345439940007066e-29,1.150656333168206e-23,1.0372035227517504e-28,3.552129546461357e-27,5.2792129658361006e-48,1.674241253457314e-67,8.648999225334448e-39,5.403291595107593e-45,1.9538436013089774e-40,7.981221639037606e-55,1.0648655413746179e-65,3.049983153569123e-78,2.735658741697176e-71,6.591504286725589e-56,450,2100,150
5.455980343449837e-6,3.6712224070414557e-6,5.39445941912977e-10,8.80059737510089e-7,0.005820290506231944,3.364777949334666e-8,1.1702833628920515e-13,3.487093874295547e-12,1.183399611295132e-10,8.776259283435726e-15,6.286657695721965e-6,6.78071044440814e-21,9.348432758599853e-34,4.4478006922600486e-48,6.637270886098253e-36,3.088883815818051e-34,7.554422034639029e-48,2.231144052472766e-46,6.434990430062521e-30,5.232173255407198e-43,1.5537392416515511e-58,2.10047412941467e-55,2.4800155809422726e-74,1.9896634560207207e-64,1.1151365765261405e-58,1.2816596007377773e-66,1.073969382270804e-89,450,2100,150
0.0011440402154737465,0.1659927361112972,6.20689447599388e-5,1.155347820860461e-9,0.009427851354826268,3.0441881802229553e-13,3.741130228640988e-9,5.239097741090256e-12,4.1677849487511713e-10,0.00019771760967618338,4.880487720487534e-12,1.0406740698984813e-21,3.135657666307933e-12,7.667722425767883e-29,5.132967404878907e-28,1.060678174369451e-27,2.968591271743055e-42,5.183522329892429e-35,1.1378265917353988e-63,8.52691077631605e-42,9.892742719730851e-60,2.5285358448661673e-45,1.5663924878653708e-77,7.804938060974963e-64,6.666970389923284e-84,4.0309085338442887e-69,8.261382966361959e-81,450,2100,150
1.0424648717353725e-6,3.239562602867967e-7,0.0004803755386863293,0.0027184409477916103,5.146850783068858e-7,4.537890471989984e-7,1.8785244290135444e-8,1.7452953120064202e-7,9.017093578083413e-5,5.630382130259977e-16,1.9879245430045405e-12,6.621978314158181e-9,1.530225656422141e-28,4.814645658601193e-27,3.806810914105738e-16,2.142382859476147e-26,2.0063316101207337e-26,1.7467188909202382e-38,1.4122234385815762e-48,5.657005180742381e-50,1.1036953204124323e-48,1.2273088583793262e-51,1.3068664933286275e-79,1.2498200787030628e-57,1.3479155719168775e-78,2.582561781254469e-69,3.442681026857806e-75,450,2100,150
